interval_id,source,window_index,channel_index,channel,start_sample_in_window,stop_sample_in_window_exclusive,start_seconds_in_window,end_seconds_in_window,start_seconds_in_recording,end_seconds_in_recording,duration_seconds,mean_probability,max_probability
manual_ground_truth_w0061_c25_i000,manual_ground_truth,61,25,Cz,376,2486,1.504,9.944,306.504,314.944,8.440000000000001,,
manual_ground_truth_w0061_c28_i000,manual_ground_truth,61,28,C3,376,2486,1.504,9.944,306.504,314.944,8.440000000000001,,
manual_ground_truth_w0061_c29_i000,manual_ground_truth,61,29,C4,376,2486,1.504,9.944,306.504,314.944,8.440000000000001,,
manual_ground_truth_w0061_c32_i000,manual_ground_truth,61,32,T7,376,2486,1.504,9.944,306.504,314.944,8.440000000000001,,
manual_ground_truth_w0061_c33_i000,manual_ground_truth,61,33,T8,376,2486,1.504,9.944,306.504,314.944,8.440000000000001,,
manual_ground_truth_w0061_c47_i000,manual_ground_truth,61,47,P7,376,2486,1.504,9.944,306.504,314.944,8.440000000000001,,
manual_ground_truth_w0061_c48_i000,manual_ground_truth,61,48,P8,376,2486,1.504,9.944,306.504,314.944,8.440000000000001,,
manual_ground_truth_w0062_c01_i000,manual_ground_truth,62,1,Fp1,0,1236,0.0,4.944,310.0,314.944,4.944,,
manual_ground_truth_w0062_c02_i000,manual_ground_truth,62,2,Fp2,0,1236,0.0,4.944,310.0,314.944,4.944,,
manual_ground_truth_w0062_c07_i000,manual_ground_truth,62,7,Fz,0,1236,0.0,4.944,310.0,314.944,4.944,,
manual_ground_truth_w0062_c10_i000,manual_ground_truth,62,10,F3,0,1236,0.0,4.944,310.0,314.944,4.944,,
manual_ground_truth_w0062_c11_i000,manual_ground_truth,62,11,F4,0,1236,0.0,4.944,310.0,314.944,4.944,,
manual_ground_truth_w0062_c14_i000,manual_ground_truth,62,14,F7,0,1236,0.0,4.944,310.0,314.944,4.944,,
manual_ground_truth_w0062_c15_i000,manual_ground_truth,62,15,F8,0,1236,0.0,4.944,310.0,314.944,4.944,,
manual_ground_truth_w0062_c25_i000,manual_ground_truth,62,25,Cz,0,1236,0.0,4.944,310.0,314.944,4.944,,
manual_ground_truth_w0062_c28_i000,manual_ground_truth,62,28,C3,0,1236,0.0,4.944,310.0,314.944,4.944,,
manual_ground_truth_w0062_c29_i000,manual_ground_truth,62,29,C4,0,1236,0.0,4.944,310.0,314.944,4.944,,
manual_ground_truth_w0062_c32_i000,manual_ground_truth,62,32,T7,0,1236,0.0,4.944,310.0,314.944,4.944,,
manual_ground_truth_w0062_c33_i000,manual_ground_truth,62,33,T8,0,1236,0.0,4.944,310.0,314.944,4.944,,
manual_ground_truth_w0062_c47_i000,manual_ground_truth,62,47,P7,0,1236,0.0,4.944,310.0,314.944,4.944,,
manual_ground_truth_w0062_c48_i000,manual_ground_truth,62,48,P8,0,1236,0.0,4.944,310.0,314.944,4.944,,
manual_ground_truth_w0068_c01_i000,manual_ground_truth,68,1,Fp1,1902,2500,7.608,10.0,347.608,350.0,2.3920000000000003,,
manual_ground_truth_w0068_c02_i000,manual_ground_truth,68,2,Fp2,1902,2500,7.608,10.0,347.608,350.0,2.3920000000000003,,
manual_ground_truth_w0068_c07_i000,manual_ground_truth,68,7,Fz,1902,2500,7.608,10.0,347.608,350.0,2.3920000000000003,,
manual_ground_truth_w0068_c10_i000,manual_ground_truth,68,10,F3,1902,2500,7.608,10.0,347.608,350.0,2.3920000000000003,,
manual_ground_truth_w0068_c11_i000,manual_ground_truth,68,11,F4,1902,2500,7.608,10.0,347.608,350.0,2.3920000000000003,,
manual_ground_truth_w0068_c14_i000,manual_ground_truth,68,14,F7,1902,2500,7.608,10.0,347.608,350.0,2.3920000000000003,,
manual_ground_truth_w0068_c15_i000,manual_ground_truth,68,15,F8,1902,2500,7.608,10.0,347.608,350.0,2.3920000000000003,,
manual_ground_truth_w0068_c25_i000,manual_ground_truth,68,25,Cz,1902,2500,7.608,10.0,347.608,350.0,2.3920000000000003,,
manual_ground_truth_w0068_c28_i000,manual_ground_truth,68,28,C3,1902,2500,7.608,10.0,347.608,350.0,2.3920000000000003,,
manual_ground_truth_w0068_c29_i000,manual_ground_truth,68,29,C4,1902,2500,7.608,10.0,347.608,350.0,2.3920000000000003,,
manual_ground_truth_w0068_c32_i000,manual_ground_truth,68,32,T7,1902,2500,7.608,10.0,347.608,350.0,2.3920000000000003,,
manual_ground_truth_w0068_c33_i000,manual_ground_truth,68,33,T8,1902,2500,7.608,10.0,347.608,350.0,2.3920000000000003,,
manual_ground_truth_w0069_c01_i000,manual_ground_truth,69,1,Fp1,652,2500,2.608,10.0,347.608,355.0,7.3919999999999995,,
manual_ground_truth_w0069_c02_i000,manual_ground_truth,69,2,Fp2,652,2500,2.608,10.0,347.608,355.0,7.3919999999999995,,
manual_ground_truth_w0069_c07_i000,manual_ground_truth,69,7,Fz,652,2500,2.608,10.0,347.608,355.0,7.3919999999999995,,
manual_ground_truth_w0069_c10_i000,manual_ground_truth,69,10,F3,652,2500,2.608,10.0,347.608,355.0,7.3919999999999995,,
manual_ground_truth_w0069_c11_i000,manual_ground_truth,69,11,F4,652,2500,2.608,10.0,347.608,355.0,7.3919999999999995,,
manual_ground_truth_w0069_c14_i000,manual_ground_truth,69,14,F7,652,2500,2.608,10.0,347.608,355.0,7.3919999999999995,,
manual_ground_truth_w0069_c15_i000,manual_ground_truth,69,15,F8,652,2500,2.608,10.0,347.608,355.0,7.3919999999999995,,
manual_ground_truth_w0069_c25_i000,manual_ground_truth,69,25,Cz,652,2500,2.608,10.0,347.608,355.0,7.3919999999999995,,
manual_ground_truth_w0069_c28_i000,manual_ground_truth,69,28,C3,652,2500,2.608,10.0,347.608,355.0,7.3919999999999995,,
manual_ground_truth_w0069_c29_i000,manual_ground_truth,69,29,C4,652,2500,2.608,10.0,347.608,355.0,7.3919999999999995,,
manual_ground_truth_w0069_c32_i000,manual_ground_truth,69,32,T7,652,2500,2.608,10.0,347.608,355.0,7.3919999999999995,,
manual_ground_truth_w0069_c33_i000,manual_ground_truth,69,33,T8,652,2500,2.608,10.0,347.608,355.0,7.3919999999999995,,
manual_ground_truth_w0070_c01_i000,manual_ground_truth,70,1,Fp1,0,2500,0.0,10.0,350.0,360.0,10.0,,
manual_ground_truth_w0070_c02_i000,manual_ground_truth,70,2,Fp2,0,2500,0.0,10.0,350.0,360.0,10.0,,
manual_ground_truth_w0070_c07_i000,manual_ground_truth,70,7,Fz,0,2500,0.0,10.0,350.0,360.0,10.0,,
manual_ground_truth_w0070_c10_i000,manual_ground_truth,70,10,F3,0,2500,0.0,10.0,350.0,360.0,10.0,,
manual_ground_truth_w0070_c11_i000,manual_ground_truth,70,11,F4,0,2500,0.0,10.0,350.0,360.0,10.0,,
manual_ground_truth_w0070_c14_i000,manual_ground_truth,70,14,F7,0,2500,0.0,10.0,350.0,360.0,10.0,,
manual_ground_truth_w0070_c15_i000,manual_ground_truth,70,15,F8,0,2500,0.0,10.0,350.0,360.0,10.0,,
manual_ground_truth_w0070_c25_i000,manual_ground_truth,70,25,Cz,0,2500,0.0,10.0,350.0,360.0,10.0,,
manual_ground_truth_w0070_c28_i000,manual_ground_truth,70,28,C3,0,2500,0.0,10.0,350.0,360.0,10.0,,
manual_ground_truth_w0070_c29_i000,manual_ground_truth,70,29,C4,0,2500,0.0,10.0,350.0,360.0,10.0,,
manual_ground_truth_w0070_c32_i000,manual_ground_truth,70,32,T7,0,2500,0.0,10.0,350.0,360.0,10.0,,
manual_ground_truth_w0070_c33_i000,manual_ground_truth,70,33,T8,0,2500,0.0,10.0,350.0,360.0,10.0,,
manual_ground_truth_w0071_c01_i000,manual_ground_truth,71,1,Fp1,0,2500,0.0,10.0,355.0,365.0,10.0,,
manual_ground_truth_w0071_c02_i000,manual_ground_truth,71,2,Fp2,0,2500,0.0,10.0,355.0,365.0,10.0,,
manual_ground_truth_w0071_c07_i000,manual_ground_truth,71,7,Fz,0,2500,0.0,10.0,355.0,365.0,10.0,,
manual_ground_truth_w0071_c10_i000,manual_ground_truth,71,10,F3,0,2500,0.0,10.0,355.0,365.0,10.0,,
manual_ground_truth_w0071_c11_i000,manual_ground_truth,71,11,F4,0,2500,0.0,10.0,355.0,365.0,10.0,,
manual_ground_truth_w0071_c14_i000,manual_ground_truth,71,14,F7,0,2500,0.0,10.0,355.0,365.0,10.0,,
manual_ground_truth_w0071_c15_i000,manual_ground_truth,71,15,F8,0,2500,0.0,10.0,355.0,365.0,10.0,,
manual_ground_truth_w0071_c25_i000,manual_ground_truth,71,25,Cz,0,2500,0.0,10.0,355.0,365.0,10.0,,
manual_ground_truth_w0071_c28_i000,manual_ground_truth,71,28,C3,0,2500,0.0,10.0,355.0,365.0,10.0,,
manual_ground_truth_w0071_c29_i000,manual_ground_truth,71,29,C4,0,2500,0.0,10.0,355.0,365.0,10.0,,
manual_ground_truth_w0071_c32_i000,manual_ground_truth,71,32,T7,0,2500,0.0,10.0,355.0,365.0,10.0,,
manual_ground_truth_w0071_c33_i000,manual_ground_truth,71,33,T8,0,2500,0.0,10.0,355.0,365.0,10.0,,
manual_ground_truth_w0072_c01_i000,manual_ground_truth,72,1,Fp1,0,2500,0.0,10.0,360.0,370.0,10.0,,
manual_ground_truth_w0072_c02_i000,manual_ground_truth,72,2,Fp2,0,2500,0.0,10.0,360.0,370.0,10.0,,
manual_ground_truth_w0072_c07_i000,manual_ground_truth,72,7,Fz,0,2500,0.0,10.0,360.0,370.0,10.0,,
manual_ground_truth_w0072_c10_i000,manual_ground_truth,72,10,F3,0,2500,0.0,10.0,360.0,370.0,10.0,,
manual_ground_truth_w0072_c11_i000,manual_ground_truth,72,11,F4,0,2500,0.0,10.0,360.0,370.0,10.0,,
manual_ground_truth_w0072_c14_i000,manual_ground_truth,72,14,F7,0,2500,0.0,10.0,360.0,370.0,10.0,,
manual_ground_truth_w0072_c15_i000,manual_ground_truth,72,15,F8,0,2500,0.0,10.0,360.0,370.0,10.0,,
manual_ground_truth_w0072_c25_i000,manual_ground_truth,72,25,Cz,0,2500,0.0,10.0,360.0,370.0,10.0,,
manual_ground_truth_w0072_c28_i000,manual_ground_truth,72,28,C3,0,2500,0.0,10.0,360.0,370.0,10.0,,
manual_ground_truth_w0072_c29_i000,manual_ground_truth,72,29,C4,0,2500,0.0,10.0,360.0,370.0,10.0,,
manual_ground_truth_w0072_c32_i000,manual_ground_truth,72,32,T7,0,2500,0.0,10.0,360.0,370.0,10.0,,
manual_ground_truth_w0072_c33_i000,manual_ground_truth,72,33,T8,0,2500,0.0,10.0,360.0,370.0,10.0,,
manual_ground_truth_w0073_c01_i000,manual_ground_truth,73,1,Fp1,0,2500,0.0,10.0,365.0,375.0,10.0,,
manual_ground_truth_w0073_c02_i000,manual_ground_truth,73,2,Fp2,0,2500,0.0,10.0,365.0,375.0,10.0,,
manual_ground_truth_w0073_c07_i000,manual_ground_truth,73,7,Fz,0,2500,0.0,10.0,365.0,375.0,10.0,,
manual_ground_truth_w0073_c10_i000,manual_ground_truth,73,10,F3,0,2500,0.0,10.0,365.0,375.0,10.0,,
manual_ground_truth_w0073_c11_i000,manual_ground_truth,73,11,F4,0,2500,0.0,10.0,365.0,375.0,10.0,,
manual_ground_truth_w0073_c14_i000,manual_ground_truth,73,14,F7,0,2500,0.0,10.0,365.0,375.0,10.0,,
manual_ground_truth_w0073_c15_i000,manual_ground_truth,73,15,F8,0,2500,0.0,10.0,365.0,375.0,10.0,,
manual_ground_truth_w0073_c25_i000,manual_ground_truth,73,25,Cz,0,2500,0.0,10.0,365.0,375.0,10.0,,
manual_ground_truth_w0073_c28_i000,manual_ground_truth,73,28,C3,0,2500,0.0,10.0,365.0,375.0,10.0,,
manual_ground_truth_w0073_c29_i000,manual_ground_truth,73,29,C4,0,2500,0.0,10.0,365.0,375.0,10.0,,
manual_ground_truth_w0073_c32_i000,manual_ground_truth,73,32,T7,0,2500,0.0,10.0,365.0,375.0,10.0,,
manual_ground_truth_w0073_c33_i000,manual_ground_truth,73,33,T8,0,2500,0.0,10.0,365.0,375.0,10.0,,
manual_ground_truth_w0074_c01_i000,manual_ground_truth,74,1,Fp1,0,2500,0.0,10.0,370.0,380.0,10.0,,
manual_ground_truth_w0074_c02_i000,manual_ground_truth,74,2,Fp2,0,2500,0.0,10.0,370.0,380.0,10.0,,
manual_ground_truth_w0074_c07_i000,manual_ground_truth,74,7,Fz,0,2500,0.0,10.0,370.0,380.0,10.0,,
manual_ground_truth_w0074_c10_i000,manual_ground_truth,74,10,F3,0,2500,0.0,10.0,370.0,380.0,10.0,,
manual_ground_truth_w0074_c11_i000,manual_ground_truth,74,11,F4,0,2500,0.0,10.0,370.0,380.0,10.0,,
manual_ground_truth_w0074_c14_i000,manual_ground_truth,74,14,F7,0,2500,0.0,10.0,370.0,380.0,10.0,,
manual_ground_truth_w0074_c15_i000,manual_ground_truth,74,15,F8,0,2500,0.0,10.0,370.0,380.0,10.0,,
manual_ground_truth_w0074_c25_i000,manual_ground_truth,74,25,Cz,0,2500,0.0,10.0,370.0,380.0,10.0,,
manual_ground_truth_w0074_c28_i000,manual_ground_truth,74,28,C3,0,2500,0.0,10.0,370.0,380.0,10.0,,
manual_ground_truth_w0074_c29_i000,manual_ground_truth,74,29,C4,0,2500,0.0,10.0,370.0,380.0,10.0,,
manual_ground_truth_w0074_c32_i000,manual_ground_truth,74,32,T7,0,2500,0.0,10.0,370.0,380.0,10.0,,
manual_ground_truth_w0074_c33_i000,manual_ground_truth,74,33,T8,0,2500,0.0,10.0,370.0,380.0,10.0,,
manual_ground_truth_w0075_c01_i000,manual_ground_truth,75,1,Fp1,0,2500,0.0,10.0,375.0,385.0,10.0,,
manual_ground_truth_w0075_c02_i000,manual_ground_truth,75,2,Fp2,0,2500,0.0,10.0,375.0,385.0,10.0,,
manual_ground_truth_w0075_c07_i000,manual_ground_truth,75,7,Fz,0,2500,0.0,10.0,375.0,385.0,10.0,,
manual_ground_truth_w0075_c10_i000,manual_ground_truth,75,10,F3,0,2500,0.0,10.0,375.0,385.0,10.0,,
manual_ground_truth_w0075_c11_i000,manual_ground_truth,75,11,F4,0,2500,0.0,10.0,375.0,385.0,10.0,,
manual_ground_truth_w0075_c14_i000,manual_ground_truth,75,14,F7,0,2500,0.0,10.0,375.0,385.0,10.0,,
manual_ground_truth_w0075_c15_i000,manual_ground_truth,75,15,F8,0,2500,0.0,10.0,375.0,385.0,10.0,,
manual_ground_truth_w0075_c25_i000,manual_ground_truth,75,25,Cz,0,2500,0.0,10.0,375.0,385.0,10.0,,
manual_ground_truth_w0075_c28_i000,manual_ground_truth,75,28,C3,0,2500,0.0,10.0,375.0,385.0,10.0,,
manual_ground_truth_w0075_c29_i000,manual_ground_truth,75,29,C4,0,2500,0.0,10.0,375.0,385.0,10.0,,
manual_ground_truth_w0075_c32_i000,manual_ground_truth,75,32,T7,0,2500,0.0,10.0,375.0,385.0,10.0,,
manual_ground_truth_w0075_c33_i000,manual_ground_truth,75,33,T8,0,2500,0.0,10.0,375.0,385.0,10.0,,
manual_ground_truth_w0076_c01_i000,manual_ground_truth,76,1,Fp1,0,2500,0.0,10.0,380.0,390.0,10.0,,
manual_ground_truth_w0076_c02_i000,manual_ground_truth,76,2,Fp2,0,2500,0.0,10.0,380.0,390.0,10.0,,
manual_ground_truth_w0076_c07_i000,manual_ground_truth,76,7,Fz,0,2500,0.0,10.0,380.0,390.0,10.0,,
manual_ground_truth_w0076_c10_i000,manual_ground_truth,76,10,F3,0,2500,0.0,10.0,380.0,390.0,10.0,,
manual_ground_truth_w0076_c11_i000,manual_ground_truth,76,11,F4,0,2500,0.0,10.0,380.0,390.0,10.0,,
manual_ground_truth_w0076_c14_i000,manual_ground_truth,76,14,F7,0,2500,0.0,10.0,380.0,390.0,10.0,,
manual_ground_truth_w0076_c15_i000,manual_ground_truth,76,15,F8,0,2500,0.0,10.0,380.0,390.0,10.0,,
manual_ground_truth_w0076_c25_i000,manual_ground_truth,76,25,Cz,0,2500,0.0,10.0,380.0,390.0,10.0,,
manual_ground_truth_w0076_c28_i000,manual_ground_truth,76,28,C3,0,2500,0.0,10.0,380.0,390.0,10.0,,
manual_ground_truth_w0076_c29_i000,manual_ground_truth,76,29,C4,0,2500,0.0,10.0,380.0,390.0,10.0,,
manual_ground_truth_w0076_c32_i000,manual_ground_truth,76,32,T7,0,2500,0.0,10.0,380.0,390.0,10.0,,
manual_ground_truth_w0076_c33_i000,manual_ground_truth,76,33,T8,0,2500,0.0,10.0,380.0,390.0,10.0,,
manual_ground_truth_w0077_c01_i000,manual_ground_truth,77,1,Fp1,0,2182,0.0,8.728,385.0,393.728,8.728,,
manual_ground_truth_w0077_c02_i000,manual_ground_truth,77,2,Fp2,0,2182,0.0,8.728,385.0,393.728,8.728,,
manual_ground_truth_w0077_c07_i000,manual_ground_truth,77,7,Fz,0,2182,0.0,8.728,385.0,393.728,8.728,,
manual_ground_truth_w0077_c10_i000,manual_ground_truth,77,10,F3,0,2182,0.0,8.728,385.0,393.728,8.728,,
manual_ground_truth_w0077_c11_i000,manual_ground_truth,77,11,F4,0,2182,0.0,8.728,385.0,393.728,8.728,,
manual_ground_truth_w0077_c14_i000,manual_ground_truth,77,14,F7,0,2182,0.0,8.728,385.0,393.728,8.728,,
manual_ground_truth_w0077_c15_i000,manual_ground_truth,77,15,F8,0,2182,0.0,8.728,385.0,393.728,8.728,,
manual_ground_truth_w0077_c25_i000,manual_ground_truth,77,25,Cz,0,2182,0.0,8.728,385.0,393.728,8.728,,
manual_ground_truth_w0077_c28_i000,manual_ground_truth,77,28,C3,0,2182,0.0,8.728,385.0,393.728,8.728,,
manual_ground_truth_w0077_c29_i000,manual_ground_truth,77,29,C4,0,2182,0.0,8.728,385.0,393.728,8.728,,
manual_ground_truth_w0077_c32_i000,manual_ground_truth,77,32,T7,0,2182,0.0,8.728,385.0,393.728,8.728,,
manual_ground_truth_w0077_c33_i000,manual_ground_truth,77,33,T8,0,2182,0.0,8.728,385.0,393.728,8.728,,
manual_ground_truth_w0078_c01_i000,manual_ground_truth,78,1,Fp1,0,932,0.0,3.728,390.0,393.728,3.728,,
manual_ground_truth_w0078_c02_i000,manual_ground_truth,78,2,Fp2,0,932,0.0,3.728,390.0,393.728,3.728,,
manual_ground_truth_w0078_c07_i000,manual_ground_truth,78,7,Fz,0,932,0.0,3.728,390.0,393.728,3.728,,
manual_ground_truth_w0078_c10_i000,manual_ground_truth,78,10,F3,0,932,0.0,3.728,390.0,393.728,3.728,,
manual_ground_truth_w0078_c11_i000,manual_ground_truth,78,11,F4,0,932,0.0,3.728,390.0,393.728,3.728,,
manual_ground_truth_w0078_c14_i000,manual_ground_truth,78,14,F7,0,932,0.0,3.728,390.0,393.728,3.728,,
manual_ground_truth_w0078_c15_i000,manual_ground_truth,78,15,F8,0,932,0.0,3.728,390.0,393.728,3.728,,
manual_ground_truth_w0078_c25_i000,manual_ground_truth,78,25,Cz,0,932,0.0,3.728,390.0,393.728,3.728,,
manual_ground_truth_w0078_c28_i000,manual_ground_truth,78,28,C3,0,932,0.0,3.728,390.0,393.728,3.728,,
manual_ground_truth_w0078_c29_i000,manual_ground_truth,78,29,C4,0,932,0.0,3.728,390.0,393.728,3.728,,
manual_ground_truth_w0078_c32_i000,manual_ground_truth,78,32,T7,0,932,0.0,3.728,390.0,393.728,3.728,,
manual_ground_truth_w0078_c33_i000,manual_ground_truth,78,33,T8,0,932,0.0,3.728,390.0,393.728,3.728,,
manual_ground_truth_w0083_c01_i000,manual_ground_truth,83,1,Fp1,1645,2478,6.58,9.912,421.58,424.912,3.3320000000000007,,
manual_ground_truth_w0083_c02_i000,manual_ground_truth,83,2,Fp2,1645,2478,6.58,9.912,421.58,424.912,3.3320000000000007,,
manual_ground_truth_w0083_c11_i000,manual_ground_truth,83,11,F4,1645,2478,6.58,9.912,421.58,424.912,3.3320000000000007,,
manual_ground_truth_w0083_c14_i000,manual_ground_truth,83,14,F7,1645,2478,6.58,9.912,421.58,424.912,3.3320000000000007,,
manual_ground_truth_w0083_c15_i000,manual_ground_truth,83,15,F8,1645,2478,6.58,9.912,421.58,424.912,3.3320000000000007,,
manual_ground_truth_w0083_c28_i000,manual_ground_truth,83,28,C3,1645,2478,6.58,9.912,421.58,424.912,3.3320000000000007,,
manual_ground_truth_w0083_c32_i000,manual_ground_truth,83,32,T7,1645,2478,6.58,9.912,421.58,424.912,3.3320000000000007,,
manual_ground_truth_w0083_c33_i000,manual_ground_truth,83,33,T8,1645,2478,6.58,9.912,421.58,424.912,3.3320000000000007,,
manual_ground_truth_w0083_c42_i000,manual_ground_truth,83,42,Pz,1645,2478,6.58,9.912,421.58,424.912,3.3320000000000007,,
manual_ground_truth_w0083_c43_i000,manual_ground_truth,83,43,P3,1645,2478,6.58,9.912,421.58,424.912,3.3320000000000007,,
manual_ground_truth_w0083_c44_i000,manual_ground_truth,83,44,P4,1645,2478,6.58,9.912,421.58,424.912,3.3320000000000007,,
manual_ground_truth_w0083_c47_i000,manual_ground_truth,83,47,P7,1645,2478,6.58,9.912,421.58,424.912,3.3320000000000007,,
manual_ground_truth_w0083_c57_i000,manual_ground_truth,83,57,O1,1645,2478,6.58,9.912,421.58,424.912,3.3320000000000007,,
manual_ground_truth_w0083_c58_i000,manual_ground_truth,83,58,O2,1645,2478,6.58,9.912,421.58,424.912,3.3320000000000007,,
manual_ground_truth_w0084_c01_i000,manual_ground_truth,84,1,Fp1,395,1228,1.58,4.912,421.58,424.912,3.332,,
manual_ground_truth_w0084_c01_i001,manual_ground_truth,84,1,Fp1,1952,2500,7.808,10.0,427.808,430.0,2.192,,
manual_ground_truth_w0084_c02_i000,manual_ground_truth,84,2,Fp2,395,1228,1.58,4.912,421.58,424.912,3.332,,
manual_ground_truth_w0084_c02_i001,manual_ground_truth,84,2,Fp2,1952,2500,7.808,10.0,427.808,430.0,2.192,,
manual_ground_truth_w0084_c07_i000,manual_ground_truth,84,7,Fz,1952,2500,7.808,10.0,427.808,430.0,2.192,,
manual_ground_truth_w0084_c11_i000,manual_ground_truth,84,11,F4,395,1228,1.58,4.912,421.58,424.912,3.332,,
manual_ground_truth_w0084_c11_i001,manual_ground_truth,84,11,F4,1952,2500,7.808,10.0,427.808,430.0,2.192,,
manual_ground_truth_w0084_c14_i000,manual_ground_truth,84,14,F7,395,1228,1.58,4.912,421.58,424.912,3.332,,
manual_ground_truth_w0084_c14_i001,manual_ground_truth,84,14,F7,1952,2500,7.808,10.0,427.808,430.0,2.192,,
manual_ground_truth_w0084_c15_i000,manual_ground_truth,84,15,F8,395,1228,1.58,4.912,421.58,424.912,3.332,,
manual_ground_truth_w0084_c15_i001,manual_ground_truth,84,15,F8,1952,2500,7.808,10.0,427.808,430.0,2.192,,
manual_ground_truth_w0084_c25_i000,manual_ground_truth,84,25,Cz,1952,2500,7.808,10.0,427.808,430.0,2.192,,
manual_ground_truth_w0084_c28_i000,manual_ground_truth,84,28,C3,395,1228,1.58,4.912,421.58,424.912,3.332,,
manual_ground_truth_w0084_c28_i001,manual_ground_truth,84,28,C3,1952,2500,7.808,10.0,427.808,430.0,2.192,,
manual_ground_truth_w0084_c29_i000,manual_ground_truth,84,29,C4,1952,2500,7.808,10.0,427.808,430.0,2.192,,
manual_ground_truth_w0084_c32_i000,manual_ground_truth,84,32,T7,395,1228,1.58,4.912,421.58,424.912,3.332,,
manual_ground_truth_w0084_c32_i001,manual_ground_truth,84,32,T7,1952,2500,7.808,10.0,427.808,430.0,2.192,,
manual_ground_truth_w0084_c33_i000,manual_ground_truth,84,33,T8,395,1228,1.58,4.912,421.58,424.912,3.332,,
manual_ground_truth_w0084_c33_i001,manual_ground_truth,84,33,T8,1952,2500,7.808,10.0,427.808,430.0,2.192,,
manual_ground_truth_w0084_c42_i000,manual_ground_truth,84,42,Pz,395,1228,1.58,4.912,421.58,424.912,3.332,,
manual_ground_truth_w0084_c42_i001,manual_ground_truth,84,42,Pz,1952,2500,7.808,10.0,427.808,430.0,2.192,,
manual_ground_truth_w0084_c43_i000,manual_ground_truth,84,43,P3,395,1228,1.58,4.912,421.58,424.912,3.332,,
manual_ground_truth_w0084_c43_i001,manual_ground_truth,84,43,P3,1952,2500,7.808,10.0,427.808,430.0,2.192,,
manual_ground_truth_w0084_c44_i000,manual_ground_truth,84,44,P4,395,1228,1.58,4.912,421.58,424.912,3.332,,
manual_ground_truth_w0084_c44_i001,manual_ground_truth,84,44,P4,1952,2500,7.808,10.0,427.808,430.0,2.192,,
manual_ground_truth_w0084_c47_i000,manual_ground_truth,84,47,P7,395,1228,1.58,4.912,421.58,424.912,3.332,,
manual_ground_truth_w0084_c47_i001,manual_ground_truth,84,47,P7,1952,2500,7.808,10.0,427.808,430.0,2.192,,
