interval_id,source,window_index,channel_index,channel,start_sample_in_window,stop_sample_in_window_exclusive,start_seconds_in_window,end_seconds_in_window,start_seconds_in_recording,end_seconds_in_recording,duration_seconds,mean_probability,max_probability
manual_ground_truth_w0086_c42_i002,manual_ground_truth,86,42,Pz,2394,2500,9.576,10.0,439.576,440.0,0.4239999999999995,,
manual_ground_truth_w0086_c43_i000,manual_ground_truth,86,43,P3,0,200,0.0,0.8,430.0,430.8,0.8,,
manual_ground_truth_w0086_c43_i002,manual_ground_truth,86,43,P3,2394,2500,9.576,10.0,439.576,440.0,0.4239999999999995,,
manual_ground_truth_w0086_c44_i000,manual_ground_truth,86,44,P4,0,200,0.0,0.8,430.0,430.8,0.8,,
manual_ground_truth_w0086_c44_i002,manual_ground_truth,86,44,P4,2394,2500,9.576,10.0,439.576,440.0,0.4239999999999995,,
manual_ground_truth_w0086_c47_i000,manual_ground_truth,86,47,P7,0,200,0.0,0.8,430.0,430.8,0.8,,
manual_ground_truth_w0086_c47_i002,manual_ground_truth,86,47,P7,2394,2500,9.576,10.0,439.576,440.0,0.4239999999999995,,
manual_ground_truth_w0086_c48_i000,manual_ground_truth,86,48,P8,0,200,0.0,0.8,430.0,430.8,0.8,,
manual_ground_truth_w0086_c48_i002,manual_ground_truth,86,48,P8,2394,2500,9.576,10.0,439.576,440.0,0.4239999999999995,,
manual_ground_truth_w0086_c57_i000,manual_ground_truth,86,57,O1,0,200,0.0,0.8,430.0,430.8,0.8,,
manual_ground_truth_w0086_c57_i001,manual_ground_truth,86,57,O1,923,1719,3.692,6.876,433.692,436.876,3.184,,
manual_ground_truth_w0086_c57_i002,manual_ground_truth,86,57,O1,2394,2500,9.576,10.0,439.576,440.0,0.4239999999999995,,
manual_ground_truth_w0086_c58_i000,manual_ground_truth,86,58,O2,0,200,0.0,0.8,430.0,430.8,0.8,,
manual_ground_truth_w0086_c58_i001,manual_ground_truth,86,58,O2,923,1719,3.692,6.876,433.692,436.876,3.184,,
manual_ground_truth_w0086_c58_i002,manual_ground_truth,86,58,O2,2394,2500,9.576,10.0,439.576,440.0,0.4239999999999995,,
manual_ground_truth_w0087_c25_i000,manual_ground_truth,87,25,Cz,0,469,0.0,1.876,435.0,436.876,1.876,,
manual_ground_truth_w0087_c25_i001,manual_ground_truth,87,25,Cz,1144,1965,4.576,7.86,439.576,442.86,3.2840000000000007,,
manual_ground_truth_w0087_c42_i000,manual_ground_truth,87,42,Pz,0,469,0.0,1.876,435.0,436.876,1.876,,
manual_ground_truth_w0087_c42_i001,manual_ground_truth,87,42,Pz,1144,1965,4.576,7.86,439.576,442.86,3.2840000000000007,,
manual_ground_truth_w0087_c57_i000,manual_ground_truth,87,57,O1,0,469,0.0,1.876,435.0,436.876,1.876,,
manual_ground_truth_w0087_c57_i001,manual_ground_truth,87,57,O1,1144,1965,4.576,7.86,439.576,442.86,3.2840000000000007,,
manual_ground_truth_w0087_c58_i000,manual_ground_truth,87,58,O2,0,469,0.0,1.876,435.0,436.876,1.876,,
manual_ground_truth_w0087_c58_i001,manual_ground_truth,87,58,O2,1144,1965,4.576,7.86,439.576,442.86,3.2840000000000007,,
manual_ground_truth_w0088_c25_i000,manual_ground_truth,88,25,Cz,0,715,0.0,2.86,440.0,442.86,2.86,,
manual_ground_truth_w0088_c25_i001,manual_ground_truth,88,25,Cz,1413,2210,5.652,8.84,445.652,448.84,3.1879999999999997,,
manual_ground_truth_w0088_c42_i000,manual_ground_truth,88,42,Pz,0,715,0.0,2.86,440.0,442.86,2.86,,
manual_ground_truth_w0088_c42_i001,manual_ground_truth,88,42,Pz,1413,2210,5.652,8.84,445.652,448.84,3.1879999999999997,,
manual_ground_truth_w0088_c57_i000,manual_ground_truth,88,57,O1,0,715,0.0,2.86,440.0,442.86,2.86,,
manual_ground_truth_w0088_c57_i001,manual_ground_truth,88,57,O1,1413,2210,5.652,8.84,445.652,448.84,3.1879999999999997,,
manual_ground_truth_w0088_c58_i000,manual_ground_truth,88,58,O2,0,715,0.0,2.86,440.0,442.86,2.86,,
manual_ground_truth_w0088_c58_i001,manual_ground_truth,88,58,O2,1413,2210,5.652,8.84,445.652,448.84,3.1879999999999997,,
manual_ground_truth_w0089_c25_i000,manual_ground_truth,89,25,Cz,163,960,0.652,3.84,445.652,448.84,3.1879999999999997,,
manual_ground_truth_w0089_c25_i001,manual_ground_truth,89,25,Cz,1670,2419,6.68,9.676,451.68,454.676,2.9960000000000004,,
manual_ground_truth_w0089_c42_i000,manual_ground_truth,89,42,Pz,163,960,0.652,3.84,445.652,448.84,3.1879999999999997,,
manual_ground_truth_w0089_c42_i001,manual_ground_truth,89,42,Pz,1670,2419,6.68,9.676,451.68,454.676,2.9960000000000004,,
manual_ground_truth_w0089_c43_i001,manual_ground_truth,89,43,P3,1670,2419,6.68,9.676,451.68,454.676,2.9960000000000004,,
manual_ground_truth_w0089_c57_i000,manual_ground_truth,89,57,O1,163,960,0.652,3.84,445.652,448.84,3.1879999999999997,,
manual_ground_truth_w0089_c57_i001,manual_ground_truth,89,57,O1,1670,2419,6.68,9.676,451.68,454.676,2.9960000000000004,,
manual_ground_truth_w0089_c58_i000,manual_ground_truth,89,58,O2,163,960,0.652,3.84,445.652,448.84,3.1879999999999997,,
manual_ground_truth_w0089_c58_i001,manual_ground_truth,89,58,O2,1670,2419,6.68,9.676,451.68,454.676,2.9960000000000004,,
manual_ground_truth_w0090_c11_i001,manual_ground_truth,90,11,F4,1951,2500,7.804,10.0,457.804,460.0,2.1959999999999997,,
manual_ground_truth_w0090_c14_i001,manual_ground_truth,90,14,F7,1951,2500,7.804,10.0,457.804,460.0,2.1959999999999997,,
manual_ground_truth_w0090_c15_i001,manual_ground_truth,90,15,F8,1951,2500,7.804,10.0,457.804,460.0,2.1959999999999997,,
manual_ground_truth_w0090_c25_i000,manual_ground_truth,90,25,Cz,420,1169,1.68,4.676,451.68,454.676,2.9960000000000004,,
manual_ground_truth_w0090_c25_i001,manual_ground_truth,90,25,Cz,1951,2500,7.804,10.0,457.804,460.0,2.1959999999999997,,
manual_ground_truth_w0090_c28_i000,manual_ground_truth,90,28,C3,420,1169,1.68,4.676,451.68,454.676,2.9960000000000004,,
manual_ground_truth_w0090_c28_i001,manual_ground_truth,90,28,C3,1951,2500,7.804,10.0,457.804,460.0,2.1959999999999997,,
manual_ground_truth_w0090_c29_i001,manual_ground_truth,90,29,C4,1951,2500,7.804,10.0,457.804,460.0,2.1959999999999997,,
manual_ground_truth_w0090_c42_i000,manual_ground_truth,90,42,Pz,420,1169,1.68,4.676,451.68,454.676,2.9960000000000004,,
manual_ground_truth_w0090_c43_i000,manual_ground_truth,90,43,P3,420,1169,1.68,4.676,451.68,454.676,2.9960000000000004,,
manual_ground_truth_w0090_c47_i000,manual_ground_truth,90,47,P7,420,1169,1.68,4.676,451.68,454.676,2.9960000000000004,,
manual_ground_truth_w0090_c48_i000,manual_ground_truth,90,48,P8,420,1169,1.68,4.676,451.68,454.676,2.9960000000000004,,
manual_ground_truth_w0090_c57_i000,manual_ground_truth,90,57,O1,420,1169,1.68,4.676,451.68,454.676,2.9960000000000004,,
manual_ground_truth_w0090_c57_i001,manual_ground_truth,90,57,O1,1951,2500,7.804,10.0,457.804,460.0,2.1959999999999997,,
manual_ground_truth_w0090_c58_i000,manual_ground_truth,90,58,O2,420,1169,1.68,4.676,451.68,454.676,2.9960000000000004,,
manual_ground_truth_w0090_c58_i001,manual_ground_truth,90,58,O2,1951,2500,7.804,10.0,457.804,460.0,2.1959999999999997,,
manual_ground_truth_w0091_c11_i000,manual_ground_truth,91,11,F4,701,1474,2.804,5.896,457.804,460.896,3.092,,
manual_ground_truth_w0091_c14_i000,manual_ground_truth,91,14,F7,701,1474,2.804,5.896,457.804,460.896,3.092,,
manual_ground_truth_w0091_c25_i000,manual_ground_truth,91,25,Cz,701,1474,2.804,5.896,457.804,460.896,3.092,,
manual_ground_truth_w0091_c25_i001,manual_ground_truth,91,25,Cz,2076,2500,8.304,10.0,463.304,465.0,1.6959999999999997,,
manual_ground_truth_w0091_c28_i000,manual_ground_truth,91,28,C3,701,1474,2.804,5.896,457.804,460.896,3.092,,
manual_ground_truth_w0091_c28_i001,manual_ground_truth,91,28,C3,2076,2500,8.304,10.0,463.304,465.0,1.6959999999999997,,
manual_ground_truth_w0091_c29_i000,manual_ground_truth,91,29,C4,701,1474,2.804,5.896,457.804,460.896,3.092,,
manual_ground_truth_w0091_c42_i000,manual_ground_truth,91,42,Pz,701,1474,2.804,5.896,457.804,460.896,3.092,,
manual_ground_truth_w0091_c42_i001,manual_ground_truth,91,42,Pz,2076,2500,8.304,10.0,463.304,465.0,1.6959999999999997,,
manual_ground_truth_w0091_c43_i001,manual_ground_truth,91,43,P3,2076,2500,8.304,10.0,463.304,465.0,1.6959999999999997,,
manual_ground_truth_w0091_c44_i001,manual_ground_truth,91,44,P4,2076,2500,8.304,10.0,463.304,465.0,1.6959999999999997,,
manual_ground_truth_w0091_c47_i001,manual_ground_truth,91,47,P7,2076,2500,8.304,10.0,463.304,465.0,1.6959999999999997,,
manual_ground_truth_w0091_c57_i000,manual_ground_truth,91,57,O1,701,1474,2.804,5.896,457.804,460.896,3.092,,
manual_ground_truth_w0091_c57_i001,manual_ground_truth,91,57,O1,2076,2500,8.304,10.0,463.304,465.0,1.6959999999999997,,
manual_ground_truth_w0091_c58_i000,manual_ground_truth,91,58,O2,701,1474,2.804,5.896,457.804,460.896,3.092,,
manual_ground_truth_w0091_c58_i001,manual_ground_truth,91,58,O2,2076,2500,8.304,10.0,463.304,465.0,1.6959999999999997,,
manual_ground_truth_w0092_c07_i002,manual_ground_truth,92,7,Fz,2406,2500,9.624,10.0,469.624,470.0,0.37599999999999945,,
manual_ground_truth_w0092_c14_i002,manual_ground_truth,92,14,F7,2406,2500,9.624,10.0,469.624,470.0,0.37599999999999945,,
manual_ground_truth_w0092_c25_i000,manual_ground_truth,92,25,Cz,0,224,0.0,0.896,460.0,460.896,0.896,,
manual_ground_truth_w0092_c25_i001,manual_ground_truth,92,25,Cz,826,1792,3.304,7.168,463.304,467.168,3.8640000000000003,,
manual_ground_truth_w0092_c25_i002,manual_ground_truth,92,25,Cz,2406,2500,9.624,10.0,469.624,470.0,0.37599999999999945,,
manual_ground_truth_w0092_c28_i000,manual_ground_truth,92,28,C3,0,224,0.0,0.896,460.0,460.896,0.896,,
manual_ground_truth_w0092_c28_i002,manual_ground_truth,92,28,C3,2406,2500,9.624,10.0,469.624,470.0,0.37599999999999945,,
manual_ground_truth_w0092_c29_i000,manual_ground_truth,92,29,C4,0,224,0.0,0.896,460.0,460.896,0.896,,
manual_ground_truth_w0092_c33_i002,manual_ground_truth,92,33,T8,2406,2500,9.624,10.0,469.624,470.0,0.37599999999999945,,
manual_ground_truth_w0092_c42_i000,manual_ground_truth,92,42,Pz,0,224,0.0,0.896,460.0,460.896,0.896,,
manual_ground_truth_w0092_c42_i001,manual_ground_truth,92,42,Pz,826,1792,3.304,7.168,463.304,467.168,3.8640000000000003,,
manual_ground_truth_w0092_c42_i002,manual_ground_truth,92,42,Pz,2406,2500,9.624,10.0,469.624,470.0,0.37599999999999945,,
manual_ground_truth_w0092_c43_i002,manual_ground_truth,92,43,P3,2406,2500,9.624,10.0,469.624,470.0,0.37599999999999945,,
manual_ground_truth_w0092_c44_i002,manual_ground_truth,92,44,P4,2406,2500,9.624,10.0,469.624,470.0,0.37599999999999945,,
manual_ground_truth_w0092_c47_i002,manual_ground_truth,92,47,P7,2406,2500,9.624,10.0,469.624,470.0,0.37599999999999945,,
manual_ground_truth_w0092_c48_i002,manual_ground_truth,92,48,P8,2406,2500,9.624,10.0,469.624,470.0,0.37599999999999945,,
manual_ground_truth_w0092_c57_i001,manual_ground_truth,92,57,O1,826,1792,3.304,7.168,463.304,467.168,3.8640000000000003,,
manual_ground_truth_w0092_c57_i002,manual_ground_truth,92,57,O1,2406,2500,9.624,10.0,469.624,470.0,0.37599999999999945,,
manual_ground_truth_w0092_c58_i001,manual_ground_truth,92,58,O2,826,1792,3.304,7.168,463.304,467.168,3.8640000000000003,,
manual_ground_truth_w0092_c58_i002,manual_ground_truth,92,58,O2,2406,2500,9.624,10.0,469.624,470.0,0.37599999999999945,,
manual_ground_truth_w0093_c25_i000,manual_ground_truth,93,25,Cz,0,542,0.0,2.168,465.0,467.168,2.168,,
manual_ground_truth_w0093_c25_i001,manual_ground_truth,93,25,Cz,1156,1976,4.624,7.904,469.624,472.904,3.2800000000000002,,
manual_ground_truth_w0093_c28_i000,manual_ground_truth,93,28,C3,0,542,0.0,2.168,465.0,467.168,2.168,,
manual_ground_truth_w0093_c28_i001,manual_ground_truth,93,28,C3,1156,1976,4.624,7.904,469.624,472.904,3.2800000000000002,,
manual_ground_truth_w0093_c29_i000,manual_ground_truth,93,29,C4,0,542,0.0,2.168,465.0,467.168,2.168,,
manual_ground_truth_w0093_c29_i001,manual_ground_truth,93,29,C4,1156,1976,4.624,7.904,469.624,472.904,3.2800000000000002,,
manual_ground_truth_w0093_c42_i000,manual_ground_truth,93,42,Pz,0,542,0.0,2.168,465.0,467.168,2.168,,
manual_ground_truth_w0093_c42_i001,manual_ground_truth,93,42,Pz,1156,1976,4.624,7.904,469.624,472.904,3.2800000000000002,,
manual_ground_truth_w0093_c43_i000,manual_ground_truth,93,43,P3,0,542,0.0,2.168,465.0,467.168,2.168,,
manual_ground_truth_w0093_c44_i000,manual_ground_truth,93,44,P4,0,542,0.0,2.168,465.0,467.168,2.168,,
manual_ground_truth_w0093_c57_i000,manual_ground_truth,93,57,O1,0,542,0.0,2.168,465.0,467.168,2.168,,
manual_ground_truth_w0093_c57_i001,manual_ground_truth,93,57,O1,1156,1976,4.624,7.904,469.624,472.904,3.2800000000000002,,
manual_ground_truth_w0093_c58_i000,manual_ground_truth,93,58,O2,0,542,0.0,2.168,465.0,467.168,2.168,,
manual_ground_truth_w0093_c58_i001,manual_ground_truth,93,58,O2,1156,1976,4.624,7.904,469.624,472.904,3.2800000000000002,,
manual_ground_truth_w0094_c07_i000,manual_ground_truth,94,7,Fz,0,726,0.0,2.904,470.0,472.904,2.904,,
manual_ground_truth_w0094_c25_i000,manual_ground_truth,94,25,Cz,0,726,0.0,2.904,470.0,472.904,2.904,,
manual_ground_truth_w0094_c25_i001,manual_ground_truth,94,25,Cz,1377,2234,5.508,8.936,475.508,478.936,3.428,,
manual_ground_truth_w0094_c28_i000,manual_ground_truth,94,28,C3,0,726,0.0,2.904,470.0,472.904,2.904,,
manual_ground_truth_w0094_c29_i000,manual_ground_truth,94,29,C4,0,726,0.0,2.904,470.0,472.904,2.904,,
manual_ground_truth_w0094_c42_i000,manual_ground_truth,94,42,Pz,0,726,0.0,2.904,470.0,472.904,2.904,,
manual_ground_truth_w0094_c42_i001,manual_ground_truth,94,42,Pz,1377,2234,5.508,8.936,475.508,478.936,3.428,,
manual_ground_truth_w0094_c43_i001,manual_ground_truth,94,43,P3,1377,2234,5.508,8.936,475.508,478.936,3.428,,
manual_ground_truth_w0094_c44_i001,manual_ground_truth,94,44,P4,1377,2234,5.508,8.936,475.508,478.936,3.428,,
manual_ground_truth_w0094_c47_i001,manual_ground_truth,94,47,P7,1377,2234,5.508,8.936,475.508,478.936,3.428,,
manual_ground_truth_w0094_c57_i000,manual_ground_truth,94,57,O1,0,726,0.0,2.904,470.0,472.904,2.904,,
manual_ground_truth_w0094_c57_i001,manual_ground_truth,94,57,O1,1377,2234,5.508,8.936,475.508,478.936,3.428,,
manual_ground_truth_w0094_c58_i001,manual_ground_truth,94,58,O2,1377,2234,5.508,8.936,475.508,478.936,3.428,,
manual_ground_truth_w0095_c11_i000,manual_ground_truth,95,11,F4,127,984,0.508,3.936,475.508,478.936,3.428,,
manual_ground_truth_w0095_c14_i000,manual_ground_truth,95,14,F7,127,984,0.508,3.936,475.508,478.936,3.428,,
manual_ground_truth_w0095_c15_i000,manual_ground_truth,95,15,F8,127,984,0.508,3.936,475.508,478.936,3.428,,
manual_ground_truth_w0095_c25_i000,manual_ground_truth,95,25,Cz,127,984,0.508,3.936,475.508,478.936,3.428,,
manual_ground_truth_w0095_c28_i000,manual_ground_truth,95,28,C3,127,984,0.508,3.936,475.508,478.936,3.428,,
manual_ground_truth_w0095_c29_i000,manual_ground_truth,95,29,C4,127,984,0.508,3.936,475.508,478.936,3.428,,
manual_ground_truth_w0095_c42_i000,manual_ground_truth,95,42,Pz,127,984,0.508,3.936,475.508,478.936,3.428,,
manual_ground_truth_w0095_c43_i000,manual_ground_truth,95,43,P3,127,984,0.508,3.936,475.508,478.936,3.428,,
manual_ground_truth_w0095_c44_i000,manual_ground_truth,95,44,P4,127,984,0.508,3.936,475.508,478.936,3.428,,
manual_ground_truth_w0095_c47_i000,manual_ground_truth,95,47,P7,127,984,0.508,3.936,475.508,478.936,3.428,,
manual_ground_truth_w0095_c57_i000,manual_ground_truth,95,57,O1,127,984,0.508,3.936,475.508,478.936,3.428,,
manual_ground_truth_w0095_c58_i000,manual_ground_truth,95,58,O2,127,984,0.508,3.936,475.508,478.936,3.428,,
manual_ground_truth_w0097_c43_i000,manual_ground_truth,97,43,P3,1286,1456,5.144,5.824,490.144,490.824,0.6799999999999997,,
manual_ground_truth_w0097_c44_i000,manual_ground_truth,97,44,P4,1286,1456,5.144,5.824,490.144,490.824,0.6799999999999997,,
manual_ground_truth_w0097_c47_i000,manual_ground_truth,97,47,P7,1286,1456,5.144,5.824,490.144,490.824,0.6799999999999997,,
manual_ground_truth_w0097_c48_i000,manual_ground_truth,97,48,P8,1286,1456,5.144,5.824,490.144,490.824,0.6799999999999997,,
manual_ground_truth_w0097_c57_i000,manual_ground_truth,97,57,O1,1286,1456,5.144,5.824,490.144,490.824,0.6799999999999997,,
manual_ground_truth_w0097_c58_i000,manual_ground_truth,97,58,O2,1286,1456,5.144,5.824,490.144,490.824,0.6799999999999997,,
manual_ground_truth_w0098_c43_i000,manual_ground_truth,98,43,P3,36,206,0.144,0.824,490.144,490.824,0.6799999999999999,,
manual_ground_truth_w0098_c44_i000,manual_ground_truth,98,44,P4,36,206,0.144,0.824,490.144,490.824,0.6799999999999999,,
manual_ground_truth_w0098_c47_i000,manual_ground_truth,98,47,P7,36,206,0.144,0.824,490.144,490.824,0.6799999999999999,,
manual_ground_truth_w0098_c48_i000,manual_ground_truth,98,48,P8,36,206,0.144,0.824,490.144,490.824,0.6799999999999999,,
manual_ground_truth_w0098_c57_i000,manual_ground_truth,98,57,O1,36,206,0.144,0.824,490.144,490.824,0.6799999999999999,,
manual_ground_truth_w0098_c58_i000,manual_ground_truth,98,58,O2,36,206,0.144,0.824,490.144,490.824,0.6799999999999999,,
manual_ground_truth_w0099_c43_i000,manual_ground_truth,99,43,P3,1800,2006,7.2,8.024,502.2,503.024,0.823999999999999,,
manual_ground_truth_w0099_c44_i000,manual_ground_truth,99,44,P4,1800,2006,7.2,8.024,502.2,503.024,0.823999999999999,,
manual_ground_truth_w0099_c47_i000,manual_ground_truth,99,47,P7,1800,2006,7.2,8.024,502.2,503.024,0.823999999999999,,
manual_ground_truth_w0099_c48_i000,manual_ground_truth,99,48,P8,1800,2006,7.2,8.024,502.2,503.024,0.823999999999999,,
manual_ground_truth_w0099_c57_i000,manual_ground_truth,99,57,O1,1800,2006,7.2,8.024,502.2,503.024,0.823999999999999,,
